kommunenr,kommune,fil,dokumenttype,tittel,side,avsnitt,n_sterk,n_svak,treff,n_treff,format,url
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,15,"Kommunane i Hallingdal Geografi Til Hallingdal reknar ein dei seks kommunane Flå, Nes, Gol, Hemsedal, Ål og Hol i Buskerud fylke (Sjå kart). Dei strekk seg frå Krøderen og opp til Hardangervidda; frå 132 moh til 1933,2 moh.. Hallingdal ligg i eit fjellområde og om lag 70 % av areala ligg over 900 meter over havet20.",1,0,over 90,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,16,"21) Definisjon av tettstad (SSB): 1. En hussamling skal registreres som tettsted dersom det bor minst 200 personer der (ca. 60-70 boliger). 2. Avstanden mellom husene skal normalt ikke overstige 50 meter. Det er tillatt med et skjønnsmessig avvik utover 50 meter mellom husene i områder som ikke skal eller kan bebygges. Dette kan f.eks. være parker, idrettsanlegg, industriområder eller naturlige hindringer som elver eller dyrkbare områder. Husklynger som naturlig hører med til tettstedet taes med inntil en avstand på 400 meter fra tettstedskjernen. Tettsteder er geografiske områder som har en dynamisk avgrensning, og antall tettsteder og deres yttergrenser vil endre seg over tid avhengig av byggeaktivitet og befolkningsutvikling. Pr. 1. januar 1997 er det 889 tettsteder i Norge.",1,2,"befolkningsutvikling, ssb",3,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,17,"Folketalet i Hallingdal framover (prognosar) Statistisk Sentralbyra har laga modellar for folketalsutviklinga for heile landet, for fylkar og for dei einskilde kommunane. På bakgrunn av ulike vilkår for veksten, har byrået laga fleire modellar. Dei føresetnadene22 som varierar med høvesvis låg (L), middels (M) og høg (H) rate, er: - Fruktbarheit - Forventa levealder - Innanlands mobilitet - Netto innvandring Til saman kan ein teoretisk få 256 ulike modellar, men berre 14 av desse er sannsynlege og av desse igjen, er det tre som oftast blir brukt: - Alternativ LLML står for låg nasjonal vekst med føresetnad om: låg fruktbarheit, låg forventa levealder, middels innanlands mobilitet og låg netto innvandring - Alternativ HHMH står for høg nasjonal vekst med føresetnad om: høg fruktbarheit, høg levealder, middels innanlands mobilitet og høg netto innvandring - Alternativ MMMM står for middels nasjonal vekst med føresetnad om: middels fruktbarheit, middels levealder, middels innanlands mobilitet og middels netto innvandring Der det ikkje er særskilt nemnt, vil ein gå ut frå ein middels nasjonal vekst (MMMM). Tala som går på folketal og folketalsendringar, er alle henta frå Statistisk Sentralbyrå; i hovudsak ”Statistikkbanken”23. Hausten 2005 la Statistisk Sentralbyrå fram nye prognosar24. Folketalet i Hallingdal vil med høg og middels vekst samla sett vekse i åra framover. Dette gjeld også kommunane, Flå kommune unnateke. Veksten er ikkje særskilt stor og går frå ca. 20 010 innbyggarar i 2005 til 20 740 i 2025. Det tilsvarar ein vekst på om lag 3,6 %. Ved høg vekst vil folketalet komme opp i 22 224 (4,5 %) og ved låg vekst vil folketalet gå litt ned til 19 396. Desse prognosane syner eit lågare folketal enn prognosane frå 2002 I heile Noreg syner ei auke på omlag 13,1 % i same tidsrom ved middels vekst, mens talet for Buskerud fylke er 13,3 %. Veksten i Hallingdal er såleis lågare enn i resten av landet som er prega av ei aukande sentralisering. Veksten i Buskerud samla ser ut til å verte litt høgare enn i resten av landet.",18,0,"folketalet, folketalsutviklinga, levealder, innvandring, mmmm, folketal, folketalsendringar",18,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,17,Prognosar for folketalet i Hallingdal fram til år 2025,1,0,folketalet,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,17,"22) Sjå utgreiing frå Statistisk Sentralbyrå om fôrutsetnadene for framskrivinga frå 2002 til 2050 (http://www.ssb.no/folkfram/art2002-12-05-02.html) 23) Statistikkbanken: http://statbank.ssb.no/statistikkbanken/ 24) Tabell: 05904: Framskrevet folkemengde etter kjønn og alder per 01.01, 9 alternativer (K). 12.12.05",1,2,"framskrivinga, ssb",3,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,18,Prognosar for folketalet i kommunane i Hallingdal,1,0,folketalet,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,18,"Prognosar for folketalet i Noreg, Buskerud, Oppland, Hallingdal, Valdres og Øvere Numedal",1,0,folketalet,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,18,"Endringar i alderssamansetninga er det som vil merkast mest i kommunane. Befolkninga i Noreg vert eldre25. Det skjer også i Hallingdal, men ikkje med ein gong. Frå 2005 og fram til 2010 går talet på personar mellom 67 og 80 år ned i dei fleste alle kommunane . Seinare veks talet igjen og i 2025 vil det i Hallingdal vere nær 708 fleire innbyggjarar mellom 67 og 80 år. I same periode går talet på personar eldre enn 80 år ned med 180 i Hallingdal samanlikna med 2005. Hol kommune er den kommunen som har den største auken i eldre mellom 67 og 80 år i perioden fram til 2025. Alle kommunane, Flå kommune unnateke, har ein nedgang i personar over 80 år fram til 2025.",5,4,"80 år, over 80, befolkninga, eldre",9,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,18,"25) Brunborg, Helge 2004. Befolkningen blir eldre. Økonomiske analyser 5/2004. Statistisk Sentralbyrå Bustadsosial handlingsplan for Hallingdal",0,2,"befolkningen, eldre",2,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,19,Verkelege tal 2005 Prognose 2010 låg vekst Prognose 2010 middels vekst Prognose 2010 høg vekst,0,3,prognose,3,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,19,Verkelege tal 2005 Prognose 2025 låg vekst Prognose 2025 middels vekst Prognose 2025 høg vekst,0,3,prognose,3,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,19,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Noreg 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,19,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Buskerud 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,19,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Hallingdal 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,19,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Numedal 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,20,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Flå 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,20,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Nes 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,20,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Gol 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,20,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Hemsedal 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,20,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Ål 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,20,Endringar i folketal i prosent frå 2005 til 2025 for fem aldersgrupper Hol 67-79 år 180,1,0,folketal,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,21,0-18 år 19-34 år 35-66 år 67-79 år 80 år ++,1,0,80 år,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_bustadpolitisk_handlingsplan_hallingdal_del2,bolig,Bustadpolitisk handlingsplan for Hallingdal - del 2 tillegg,26,"Sysselsetjing og arbeidsløyse Sysselsetjinga har vore høgare i Hallingdal enn i resten av landet. I 2004 var 70 prosent av dei mellom 16 og 74 år i Noreg registrert som sysselsatte medan talet for same gruppe i Hallingdal låg på 76 prosent. I nabodalføra Valdres og øvre Numedal låg talet på 73 prosent. Talet på sysselsatte i perioden 2000 til 2004 har vore omlag konstant (kjelde SSB27) Skilnaden mellom talet på sysselsatte og talet på personar i gjeldande aldersgruppe er ikkje arbeidslause. SSB nyttar omgrepet ”utenfor arbeidsstyrken” som ei tredje gruppe i sine arbeidskraftundersøkingar28 (AKU), og til saman utgjer desse tre guppene alle personar mellom 16 og 74 år. Dei offisielle tala på arbeidslause vert oppgjeven i prosent av arbeidsstokken som utgjer om lag 72 % av aller personar mellom 16 og 74 år dei siste 20 åra (kjelde SSB29). Tabell 05111 i Statistikkbanken syner ikkje tal for dei enkelte kommunane. For å sjå på arbeidsløysa i kommunane kan ein sjå på tabellen over dei som har registrert seg hos Aetat som arbeidssøkjar (kjelde SSB30). Variasjonen i registrerte arbeidslause dei siste 20 åra er vist i figuren under.",0,4,ssb,4,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/bustadpolitisk-handlingsplan-del-2---tillegg.pdf
3324,Gol,3324_gol_folkehelseprofil_oppsummering_2024,folkehelse,Oppsummering av folkehelseprofilen og oppvekstprofilen for Gol 2024,1,"FOLKEHELSEPROFILEN OG OPPVEKSTPROFILEN FOR GOL 2024 Profilene kan hentes ut her: Hent folkehelseprofil eller oppvekstprofil- FHI Oppsummering av Folkehelseprofilen 2024 Årets tema er eldres helse Folkehelsebarometeret for Gol viser følgende trekk: • Gol skiller seg tydelig fra landsnivået når det gjelder befolkningssammensetning, med høyere andel eldre over 65 år, og lavere andel barn under 17 år. • Gol har også en tydelig høyere andel personer over 75 år som bor alene. • Kvinner i Gol har høy forventet levealder. • Andel av befolkningen med psykiske lidelser, muskel og skjelettplager og nye tilfeller av tykk- og endetarmskreft er tydelig lavere enn landssnittet. • Gol har en færre innbyggere med høyere utdanning enn landsnittet, og mange lever med vedvarende lavinntekt.",4,5,"befolkningssammensetning, andel eldre, 75 år, levealder, eldre, befolkningen, innbyggere",9,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/oppsummering-av-folkehelseprofilen-og-oppvekstprofilen-for-gol-2024-1.pdf
3324,Gol,3324_gol_folkehelseprofil_oppsummering_2024,folkehelse,Oppsummering av folkehelseprofilen og oppvekstprofilen for Gol 2024,2,"• Andelen som leier bolig er vesentlig høyere enn både fylke og resten av landet. Samtidig er andelen med høy gjeld vesentlig lavere hos innbyggerne på Gol. • Andelen som har behov for støtte til livsopphold er også tydelig lavere på Gol. • Gol har svært gode fysiske forhold som godt drikkevann og lav luftforurensning. • Ungdata viser at ungdom føler seg trygge i nærmiljøet, men at færre enn ellers i landet er med på organiserte fritidsaktiviteter. Tallenes betydning for kommunen: Levealderen øker, og som en naturlig konsekvens av dette vil andelen av innbyggerne som lever med en eller flere kroniske sykdommer også øke. I",1,0,levealderen,1,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/oppsummering-av-folkehelseprofilen-og-oppvekstprofilen-for-gol-2024-1.pdf
3324,Gol,3324_gol_folkehelseprofil_oppsummering_2024,folkehelse,Oppsummering av folkehelseprofilen og oppvekstprofilen for Gol 2024,3,"Gol gjør befolkningssammensetningen at vi frem mot 2050 vil få flere eldre over 80 år, samtidig som andelen i alderen 20-60 år, blir lavere. Dette medfører at kommunen bør legg en langsiktig plan for hvordan den skal løse de økende og mer komplekse oppgavene innen helse og eldreomsorg, samtidig som andelen av befolkningen i arbeidsfør alder synker. • Eldre som ressurs: Tilrettelegge for at eldre som ønsker det kan stå lengre i lønnet arbeid, og for at eldre kan delta som frivillige i organisert arbeid. Dette både løser samfunnsoppgaver, men gir også den enkelte opplevelse av verdi og å være del av et fellesskap, noe som er viktig for å forebygge isolasjon og ensomhet. • Forebygging gjennom livsløpet: Å legge til rette for fysisk aktivitet for alle aldersgrupper vil påvirke helse positivt. Fysisk aktivitet er viktig både for den fysiske og den psykiske helsa. Eldre som er aktive i hverdagen og i god fysisk form vil i større grad mestre hverdagen og kunne bo lengre hjemme. Mat er en utfordring for mange eldre. God matlyst kan opprettholdes gjennom tilrettelegging for sunne og gode måltider i trivelige omgivelser. I tillegg er god munn og tannhelse viktig. • Tilrettelegging for ett aldersvennlig samfunn: Mange eldre opplever redusert mestring og sosial støtte. Sosial støtte, gode relasjoner og sosial deltakelse er viktig for god livskvalitet. Det å ha sosialt støtte, og oppleve å ha noen nære relasjoner, viser seg å ha stor innvirkning på en persons psykiske, men også fysiske helse. Ved å ha fokus på inkludering og tilrettelegging for gode, sosiale møteplasser gjennom hele livsløpet vil man kunne styrke hele lokalsamfunnets helse, slik at færre faller utenfor, flere står i jobb og kan hjelpe til med å løse samfunnsoppdraget, og eldre unngår å bli isolert og falle utenfor samfunnet.",4,11,"befolkningssammensetningen, flere eldre, over 80, arbeidsfør alder, eldre, befolkningen",15,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/oppsummering-av-folkehelseprofilen-og-oppvekstprofilen-for-gol-2024-1.pdf
3324,Gol,3324_gol_folkehelseprofil_oppsummering_2024,folkehelse,Oppsummering av folkehelseprofilen og oppvekstprofilen for Gol 2024,5,"Oppsummering av oppvekstprofilen 2024 Årets tema er hvorfor vennskap og fellesskap med jevnaldrende er så viktig for barn og unge. Vennskap og fellesskap med jevnaldrende er viktig for barn og unge. Vennskap kan bidra til barn og unges sosiale, emosjonelle og kognitive utvikling. I tillegg gir vennskap økt livskvalitet, og er med på å forme de unges identitet og tilhørighet. Oppvekstbarometeret for Gol viser følgende trekk: • Gol har en markert lavere andel barn, 0-17 år, enn fylket og landet. • Gol har en markert høyere andel innbyggere med innvandringsbakgrunn enn landet, men lavere enn fylket. • En høyere andel barn bor i lavinntektsfamilier, men få bor trangt. • Gol skiller seg ikke ut når det gjelder unge som står utenfor, men har høyere andel unge mottakere av uførepensjon, 18-29 år. • 24% rapporterer ensomhet. Dette er på nivå med fylket og landet, men allikevel ett tall å ta til etterretning. • Ungdommene på Gol er på topp i fylket når det gjelder å være fornøyd med treffsteder. • Ungdommen på Gol ligger på bunnen i fylket når det gjelder deltakelse på organisert aktivitet. • Ungdommene oppgir at de er fornøyde med egen helse og tilfredse med livet. • Andelen ungdomsskoleelever som oppgir at de har vært beruset på alkohol ligger markert over landssnittet, og andelen som har brukt cannabis er også høyere enn fylket og landet.",1,1,"innvandringsbakgrunn, innbyggere",2,pdf,https://www.gol.kommune.no/siteassets/helse-sosial-og-omsorg/planar-innan-helse/oppsummering-av-folkehelseprofilen-og-oppvekstprofilen-for-gol-2024-1.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),4,"i bustadpolitikken ligg utanfor kommunens ansvar og myndigheit. Nasjonale utreiingar viser at bustadpolitikken er fragmentert på ulike kommunale etatar, kommunale selskap og offentlege og private aktørar. God organisering og ansvarsplassering i kommunen og samarbeid på tvers av sektorar vil derfor vere sentralt. Generelt vil det vere samarbeidet på tvers i kommunen, samarbeidet mellom kommunen med andre offentlege og private aktørar, og nødvendige prioriteringar i økonomiplanen, som vil ha stor betydning for å løyse bustadutfordringane. Kommunen må velje verkemiddel, organisering og samarbeid som svarar på utfordringane. Den bustad politiske planen tar for seg målgrupper i den regulære bustadmarknaden, det kommunale boligmarkedet og ei tredje gruppe som befinn seg mellom desse to marknadane. Hemsedal opplev vekst i folketal. Veksten er avhengig av innvandring, og det er særleg «nye hemsedøler» som befinn seg i gruppe 2. I veksten ligg også ein auke i tal eldre innbyggjarar. Regjeringa la fram ny eldrereform sommaren 2023. Reforma har ei rekke tiltak, der eit er «Program for et aldersvennlig Norge»; som skal skape fleire sosiale møteplassar, aldersvennleg transport, aldersvennleg frivilligheit og planlegging for ein betre alderdom. Bustadpolitikk er eit komplekst og omfattande felt. Kommunen sine verkemidlar er spreidd på ulike tenesteområde. Kommunen må auke kunnskapen om kva verkemiddel dei kan bruke, å mobilisere for å utvikle kommunen i same retning ilag med dei andre aktørane i bustadmarknaden. Det legg føringar for denne første bustad politiske planen sine strategiar og tiltak. Det er viktig at planen og politikken vår er heilskapeleg- det må vere samanheng mellom eit ønske om bustadstrukturar som gjev gode bukvalitetar, rasjonell drift av tenester og planlegging!",2,2,"folketal, innvandring, eldre",4,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),28,Framtidige behov: Innbyggjartal i dag og prognoser for Hemsedal – vekst i folketal – vekst i del eldre (grøn halvdel),1,2,"folketal, prognoser, eldre",3,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),29,➢ Veksten i innbyggjartal er avhengig av innvandring:,1,0,innvandring,1,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),29,Total auke innb. 2022-30: +378 2030-50: +375 2022-50: +753 67 år og eldre 2022-30: +79 2030-50: +456 45-66 år 2022-30: +189 2030-50: +86 20-44 år 2022-30: +67 2030-50: -89 0-19 år 2022-30: +43 2030-50: +1,1,1,"67 år og eldre, eldre",2,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),29,"Befolkningvekst som følge av innvandring (SSB normalalternativet) Tilflyttaren: Stadig fleire fell utanfor den marknadsbaserte bustadmarknaden sjølv om dei ikkje er definert som vanskelegstilte. Dagens bustadmarknad er einsformig og ikkje tilpassa dagens eller framtida sin demografi i kommunen. Som på landsbasis, har kommunen ein høg del aleinebuande, nye familiestrukturar og ein aukande del eldre. Med ein høg del store einebustadar manglar det eigna bustadar for desse gruppene i befolkninga. Ein betre balanse i bustadtilbodet inneberer større variasjon i bustadtypologi og ei utvikling av leigemarknaden",2,4,"innvandring, demografi, befolkningvekst, ssb, eldre, befolkninga",6,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),29,Innvandrere og norskfødte med innvandrerforeldre i Hemsedal (SSB) 29,3,2,"innvandrere, fødte, innvandrerforeldre, eldre, ssb",5,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
